gene	oe_lof_upper	interaction
STRADA	0.796	cis_inter
STRADB	0.689	cis_intra
STRBP	0.218	inter_intra
STRIP1	0.55	cis
STRN	0.365	trans-intra
STRN3	0.352	inter_intra
STRN4	0.28	cis_intra
STS	0.442	cis_intra
STT3A	0.488	cis
STT3B	0.251	cis
STUB1	0.68	cis
STX11	1.379	cis_intra
STX12	0.338	trans-inter
STX16	0.482	cis_intra
STX17	0.945	cis_intra
STX18	0.957	inter_intra
STX1A	0.293	cis_intra
STX1B	0.268	cis
STX2	1.105	cis_intra
STX3	0.604	inter_intra
STX4	1.158	cis
STX6	0.749	cis_intra
STX7	1.023	cis_inter_intra
STX8	1.252	cis_inter_intra
STXBP1	0.086	inter_intra
STXBP2	0.842	cis
STXBP3	0.593	cis_intra
STXBP4	1.09	cis_inter_intra
STXBP5	0.256	cis_inter_intra
STYK1	1.186	cis_intra
STYX	0.513	cis_intra
STYXL1	1.414	cis
SUB1	0.414	trans-intra
SUCLG1	0.876	cis
SUCLG2	1.497	cis_inter_intra
SUCNR1	1.247	cis
SUCO	0.303	cis
SUDS3	0.644	cis
SUFU	0.111	cis_inter_intra
SUGCT	1.032	cis_inter_intra
SUGP1	0.271	trans-intra
SUGP2	0.189	cis_intra
SUGT1	0.455	cis
SULF1	0.461	cis_intra
SULF2	0.442	cis_inter_intra
SULT1A1	1.543	cis_intra
SULT1A2	1.585	cis
SULT1B1	1.311	cis_intra
SULT2A1	1.828	trans-inter
SULT2B1	0.55	cis_intra
SUMF1	1.07	cis_inter_intra
SUMF2	1.279	cis_intra
SUMO1	0.463	cis
SUMO2	0.45	cis
SUMO3	1.096	cis_inter
SUN1	0.56	cis
SUN2	0.648	cis
SUOX	1.079	cis
SUPT16H	0.12	cis
SUPT20H	0.808	cis
SUPT3H	1.258	cis_inter_intra
SUPT4H1	1.212	cis
SUPT5H	0.074	cis
SUPT6H	0.087	cis
SUPV3L1	0.464	cis
SURF1	1.724	cis
SURF4	0.546	cis
SURF6	1.125	cis
SUSD1	0.932	cis_inter_intra
SUSD2	1.107	cis
SUSD3	1.309	cis
SUSD4	0.77	cis_intra
SUSD5	1.363	trans-intra
SUV39H2	0.358	trans-intra
SV2A	0.414	cis
SVIL	0.358	cis_inter_intra
SVIP	1.849	cis
SWAP70	0.471	cis_intra
SWI5	1.1	cis
SWSAP1	1.567	cis
SWT1	0.268	trans-intra
SYBU	0.718	inter_intra
SYCE1L	1.733	cis
SYCE2	0.631	cis
SYCE3	1.022	cis
SYCP2	0.183	cis_intra
SYCP2L	0.998	cis_intra
SYDE1	0.393	cis
SYK	0.185	cis_intra
SYMPK	0.179	cis_intra
SYN1	0.251	cis_intra
SYNCRIP	0.209	trans-intra
SYNE1	0.423	cis_inter_intra
SYNE2	0.372	cis_inter_intra
SYNE3	1.08	cis
SYNE4	1.294	cis
SYNGAP1	0.052	trans-inter
SYNGR1	0.638	cis_intra
SYNGR2	1.578	cis
SYNGR3	0.746	cis
SYNJ1	0.33	inter_intra
SYNJ2	0.691	cis_intra
SYNJ2BP	0.767	trans-inter
SYNM	1.162	cis
SYNPO	0.297	trans-intra
SYNPO2	0.629	trans-intra
SYNRG	0.319	cis_inter_intra
SYP	0.385	cis
SYPL2	1.202	cis
SYS1	0.963	cis
SYT1	0.451	cis_inter_intra
SYT11	0.372	cis
SYT17	0.926	inter_intra
SYT2	0.287	inter_intra
SYT7	0.329	inter_intra
SYTL1	1.056	cis
SYTL2	1.01	cis_inter_intra
SYTL3	1.226	trans-intra
SYTL4	0.567	cis
SZT2	0.405	cis_intra
TAAR1	1.432	cis
TAB1	0.932	trans-intra
TAB2	0.098	cis_inter_intra
TAB3	0.423	cis_intra
TAC3	1.187	cis
TAC4	1.658	cis
TACC1	0.591	cis
TACC2	0.685	cis_inter_intra
TACC3	0.707	cis
TACR2	1.157	cis_intra
TACSTD2	1.531	cis
TADA1	0.603	cis
TADA2A	0.847	cis_intra
TADA3	0.867	cis
TAF11	0.832	cis
TAF12	0.317	trans-intra
TAF13	1.085	cis
TAF15	0.398	cis_intra
TAF1A	0.999	cis_intra
TAF1C	1.29	cis
TAF1D	1.346	cis
TAF2	0.421	cis_inter_intra
TAF3	0.138	inter_intra
TAF4	0.081	cis_inter_intra
TAF4B	0.413	cis_inter
TAF5L	0.193	cis_intra
TAF6	0.784	cis
TAF7	0.407	cis
TAF8	1.575	inter_intra
TAF9	1.834	cis
TAF9B	1.912	cis
TAGAP	0.422	cis
TAGLN	0.907	cis
TAGLN2	0.934	cis_intra
TAGLN3	0.715	trans-intra
TAL1	0.704	cis
TAMM41	1.06	cis_intra
TANC1	0.429	trans-intra
TANC2	0.158	cis_inter_intra
TANGO2	0.885	cis_intra
TANGO6	0.82	cis_intra
TANK	0.404	cis_intra
TAOK1	0.274	inter_intra
TAOK2	0.241	cis
TAOK3	0.241	cis_inter_intra
TAP1	0.656	cis
TAP2	0.806	cis_intra
TAP2	0.787	cis_intra
TAPBP	1.183	cis
TAPBPL	1.224	cis_intra
TAPT1	0.564	cis_intra
TARBP1	0.841	cis_intra
TARBP2	0.486	cis
TARM1	1.542	cis
TARS	0.797	cis_intra
TARS2	0.841	cis_inter
TARSL2	0.898	cis
TAS1R3	1.563	cis
TAS2R14	NA	cis
TAS2R20	NA	cis
TAS2R4	1.913	cis
TAS2R5	1.531	cis
TAS2R60	NA	cis
TASP1	0.424	cis_inter_intra
TATDN1	1.584	trans-intra
TATDN2	0.837	cis
TATDN3	1.145	cis_intra
TAX1BP1	0.652	cis_intra
TAX1BP3	1.485	cis
TAZ	0.485	cis
TBC1D1	0.699	cis_inter_intra
TBC1D10A	0.589	cis_intra
TBC1D12	0.602	cis_inter_intra
TBC1D13	0.725	trans-inter
TBC1D14	0.457	cis_inter_intra
TBC1D15	0.426	cis_intra
TBC1D16	0.771	cis_inter_intra
TBC1D17	1.206	cis
TBC1D19	0.528	inter_intra
TBC1D2	0.787	cis_intra
TBC1D20	0.364	cis
TBC1D22A	0.436	cis_inter_intra
TBC1D22B	0.499	inter_intra
TBC1D23	0.601	cis
TBC1D24	1.123	cis_inter_intra
TBC1D25	0.471	cis
TBC1D2B	0.701	cis_inter
TBC1D30	0.353	cis_inter_intra
TBC1D31	0.857	cis_inter_intra
TBC1D32	0.904	inter_intra
TBC1D4	0.915	cis_inter_intra
TBC1D5	0.966	cis_inter_intra
TBC1D7	1.608	cis_intra
TBC1D8	0.697	cis_inter_intra
TBC1D8B	0.743	cis
TBC1D9	0.487	inter_intra
TBC1D9B	0.661	cis_intra
TBCA	1.025	cis_inter_intra
TBCB	0.9	cis
TBCD	0.493	cis_inter_intra
TBCE	0.805	cis_inter
TBCEL	0.313	trans-intra
TBCK	0.871	trans-intra
TBK1	0.42	cis_intra
TBKBP1	0.467	cis_intra
TBL1X	0.309	cis_inter_intra
TBL1XR1	0.106	cis_inter_intra
TBL2	0.858	cis
TBL3	0.739	cis
TBP	0.619	cis_intra
TBPL1	0.693	cis_intra
TBRG1	0.865	trans-intra
TBRG4	0.738	cis
TBX1	0.427	trans-intra
TBX15	0.437	trans-intra
TBX19	0.979	cis_intra
TBX21	0.226	cis
TBX6	0.688	cis
TBXA2R	1.361	cis
TBXAS1	1.392	cis_inter_intra
TC2N	1.002	cis_inter
TCAIM	0.752	cis_intra
TCEA1	0.391	inter_intra
TCEA2	0.854	cis
TCEA3	0.73	cis_intra
TCEAL2	1.81	cis_intra
TCEAL3	0.673	cis
TCEAL4	0.656	cis
TCEAL8	1.213	cis
TCEANC	1.069	cis_intra
TCEANC2	1.666	cis_intra
TCERG1	0.227	cis_intra
TCF12	0.372	inter_intra
TCF19	1.195	cis_intra
TCF20	0.095	cis_inter_intra
TCF25	0.402	cis_intra
TCF3	0.498	inter_intra
TCF4	0.217	inter_intra
TCF7	0.712	trans-intra
TCF7L1	0.447	cis_intra
TCF7L2	0.273	cis_inter_intra
TCFL5	0.255	cis
TCHP	1.017	trans-intra
TCIRG1	0.866	cis
TCL1A	1.919	cis
TCL1B	1.236	cis
TCN1	1.715	cis
TCN2	0.93	cis_intra
TCP1	0.255	cis
TCP10L	1.196	cis
TCP11L1	0.647	cis_intra
TCP11L2	1.261	cis_intra
TCTA	1.777	cis
TCTE3	1.829	cis
TCTEX1D1	1.566	cis_intra
TCTEX1D2	1.488	cis
TCTN1	1.233	cis
TCTN2	0.99	cis
TCTN3	1.04	cis_intra
TDG	0.739	cis
TDP1	1.107	cis_inter_intra
TDP2	1.134	cis
TDRD3	0.624	inter_intra
TDRD7	0.482	inter_intra
TDRD9	0.649	cis_inter_intra
TDRKH	0.52	cis
TDRP	1.863	cis_inter_intra
TEAD1	0.123	cis_inter_intra
TEAD2	0.796	cis
TEAD3	0.264	cis
TEC	0.687	cis_inter_intra
TECPR1	0.504	cis_intra
TECPR2	0.346	inter_intra
TECR	0.529	cis_intra
TECTA	0.58	cis_inter_intra
TEF	0.636	cis
TEK	0.179	cis_inter_intra
TEKT3	1.46	cis_intra
TELO2	0.927	cis
TEN1	1.609	cis
TENM1	0.193	cis_inter_intra
TEP1	0.838	cis
TEPP	0.985	cis
TERF1	0.372	cis_intra
TERF2	0.269	cis
TERF2IP	1.143	trans-intra
TERT	0.293	cis
TES	1.547	cis
TESC	0.675	cis_intra
TESK1	0.278	trans-intra
TESK2	0.807	cis_inter_intra
TESPA1	0.792	cis_intra
TET1	0.174	inter_intra
TET2	1.38	cis_inter_intra
TET3	0.086	cis_inter
TEX10	0.163	cis_intra
TEX14	0.954	cis_intra
TEX2	0.5	cis_inter_intra
TEX261	1.13	cis
TEX264	0.741	cis
TEX29	1.651	cis
TEX30	1.313	cis
TF	0.753	trans-intra
TFAM	0.61	cis
TFB1M	1.4	cis_inter_intra
TFCP2	0.676	cis_inter_intra
TFCP2L1	0.143	cis_intra
TFDP2	0.181	cis_intra
TFE3	0.29	cis
TFEB	0.376	cis_intra
TFEC	1.135	cis_intra
TFF3	1.586	cis
TFG	0.511	cis
TFIP11	0.825	cis_inter_intra
TFPI	0.564	cis_intra
TFPT	1.123	cis
TFRC	0.581	cis
TG	0.896	inter_intra
TGFA	0.558	cis_intra
TGFB1	0.614	cis_intra
TGFB3	0.27	cis
TGFBI	0.796	cis
TGFBR1	0.383	cis
TGFBR2	0.519	cis_inter_intra
TGFBR3	0.499	trans-intra
TGFBRAP1	0.426	trans-intra
TGIF1	0.911	cis
TGM1	0.93	cis
TGM2	1.185	cis_inter_intra
TGM3	0.686	cis
TGOLN2	0.948	cis
TGS1	0.908	cis_intra
THADA	0.968	inter_intra
THAP3	1.358	cis_intra
THAP4	0.5	trans-inter
THAP5	1.121	cis
THAP7	0.865	cis
THAP8	1.669	cis_intra
THBD	0.791	cis
THBS1	0.235	cis
THBS2	0.347	cis
THBS3	0.927	cis
THBS4	0.922	cis_intra
THEM4	1.612	cis_inter_intra
THEM6	1.706	cis
THEMIS	0.868	inter_intra
THEMIS2	0.713	cis_inter
THG1L	1.032	trans-intra
THNSL2	1.024	cis
THOC1	0.23	inter_intra
THOC2	0.081	cis_inter_intra
THOC3	0.925	cis_intra
THOC5	0.435	cis_inter_intra
THOC7	0.821	cis
THOP1	0.641	cis
THRA	0.454	cis_intra
THRAP3	0.19	trans-intra
THRB	0.223	inter_intra
THSD1	0.883	cis_intra
THTPA	1.549	cis
THUMPD1	1.577	cis
THUMPD3	1.249	cis
THYN1	1.924	cis
TIAF1	NA	cis
TIAM1	0.304	cis_inter_intra
TIAM2	0.433	cis_inter_intra
TICAM1	NA	cis
TICAM2	0.795	trans-intra
TICRR	0.599	trans-intra
TIFAB	1.945	cis
TIGD1	1.164	cis
TIGD3	1.492	cis
TIGD6	1.21	cis
TIGD7	1.345	cis
TIGIT	1.05	cis
TIMD4	1.336	cis_intra
TIMM10	1.847	cis_intra
TIMM10B	1.915	cis
TIMM13	1.554	cis
TIMM17A	0.681	cis
TIMM21	1.146	cis
TIMM23	1.508	cis
TIMM23B	1.808	cis
TIMM44	0.597	cis_intra
TIMMDC1	1.268	cis
TIMP1	0.784	cis
TIMP2	0.499	cis_inter_intra
TIMP3	0.533	cis_inter_intra
TINF2	0.671	cis
TIPARP	0.113	trans-intra
TIPIN	1.047	cis_intra
TIPRL	0.338	cis
TIRAP	1.656	cis_intra
TJAP1	0.873	cis_intra
TJP1	0.071	inter_intra
TJP2	0.635	cis_intra
TJP3	1.078	cis_inter_intra
TK2	1.186	cis_intra
TKT	0.563	cis
TLCD2	1.696	cis
TLDC1	1.784	cis_inter
TLDC2	0.826	cis
TLE1	0.239	cis_intra
TLE2	0.682	cis_intra
TLE3	0.073	cis
TLE4	0.15	inter_intra
TLE6	0.685	cis
TLK1	0.165	cis_inter_intra
TLK2	0.114	trans-intra
TLN2	0.279	inter_intra
TLR10	1.015	cis
TLR2	0.933	cis
TLR3	0.801	cis
TLR4	0.992	cis
TLR5	1.382	cis_intra
TLR6	0.847	cis
TLR7	0.305	cis_inter_intra
TLR8	0.486	cis
TM2D1	1.115	cis_intra
TM2D2	1.017	cis
TM2D3	1.69	cis
TM4SF1	1.073	cis
TM4SF19	1.537	cis
TM4SF20	1.634	cis
TM6SF1	1.047	cis
TM7SF2	1.017	cis
TM7SF3	0.84	cis
TM9SF2	0.079	cis_intra
TM9SF3	0.09	cis
TM9SF4	0.25	trans-inter
TMA7	1.748	cis
TMBIM1	1.117	cis
TMBIM4	1.487	cis_intra
TMBIM6	0.703	cis_inter
TMC4	1.005	cis
TMC5	0.604	cis_intra
TMC6	0.753	cis
TMC8	1.124	cis
TMCC1	0.386	cis_inter_intra
TMCC2	0.494	cis
TMCC3	0.956	cis
TMCO1	1.362	cis_intra
TMCO3	1.197	cis_inter
TMCO4	1.305	cis_inter_intra
TMCO6	0.997	cis
TMED1	1.7	cis
TMED10	0.438	cis
TMED3	0.985	cis_inter_intra
TMED4	0.659	cis
TMED5	1.741	cis
TMED6	1.161	cis
TMED8	0.711	cis
TMED9	0.824	cis
TMEFF1	0.467	trans-intra
TMEM100	1.246	cis_inter
TMEM101	1.049	cis
TMEM104	0.796	cis_intra
TMEM106B	0.604	cis_intra
TMEM106C	1.399	cis_intra
TMEM107	1.902	cis
TMEM109	1.188	cis_intra
TMEM11	0.434	cis_intra
TMEM110	0.598	cis
TMEM116	1.454	cis_inter
TMEM117	0.831	inter_intra
TMEM119	0.946	cis
TMEM120B	0.611	cis
TMEM121	0.674	cis
TMEM123	0.623	cis_intra
TMEM126B	1.635	cis
TMEM127	1.154	cis
TMEM128	1.616	cis
TMEM131	0.244	cis_inter_intra
TMEM132D	0.232	cis_inter_intra
TMEM135	0.39	cis_inter_intra
TMEM138	1.106	cis
TMEM140	1.632	cis_intra
TMEM141	1.551	cis
TMEM143	1.425	trans-intra
TMEM144	1.355	cis_intra
TMEM147	1.071	cis
TMEM14A	1.41	cis
TMEM14B	1.947	cis_intra
TMEM14C	1.426	cis
TMEM150A	0.769	cis
TMEM150B	1.719	cis_intra
TMEM150C	0.867	trans-intra
TMEM154	1.613	cis_intra
TMEM156	1.657	cis_intra
TMEM158	1.737	cis
TMEM159	1.643	cis
TMEM161B	0.721	trans-intra
TMEM163	0.851	cis_intra
TMEM164	0.329	cis_intra
TMEM165	0.63	cis
TMEM167A	1.793	trans-intra
TMEM167B	0.792	cis
TMEM168	0.649	trans-intra
TMEM169	0.888	cis
TMEM170A	1.933	cis_intra
TMEM170B	0.585	cis_intra
TMEM171	1.874	cis
TMEM173	0.903	cis
TMEM175	1.131	cis_intra
TMEM176A	0.933	cis
TMEM176B	1.753	cis
TMEM178A	0.513	trans-intra
TMEM179B	1.182	cis
TMEM181	0.521	cis_inter_intra
TMEM182	0.785	trans-intra
TMEM183A	0.427	cis
TMEM184A	1.37	cis
TMEM184B	0.514	cis_intra
TMEM184C	0.517	cis_intra
TMEM185A	1.074	cis_intra
TMEM185B	0.28	cis
TMEM186	1.578	cis
TMEM187	1.592	cis
TMEM189	0.669	cis
TMEM19	0.845	cis
TMEM192	1.287	cis_intra
TMEM199	1.46	cis
TMEM2	0.644	cis_inter_intra
TMEM200A	0.447	cis_intra
TMEM201	0.286	inter_intra
TMEM204	0.381	cis_intra
TMEM205	0.912	cis
TMEM206	1.274	cis_intra
TMEM209	1.006	cis
TMEM216	1.37	cis
TMEM217	1.503	cis_intra
TMEM218	1.826	cis
TMEM219	1.47	trans-intra
TMEM220	1.681	cis
TMEM221	1.848	cis
TMEM223	1.812	cis
TMEM229B	1.129	cis_intra
TMEM230	1.641	cis
TMEM236	1.922	cis_intra
TMEM237	1.246	cis_intra
TMEM238	1.887	cis
TMEM240	0.87	cis
TMEM241	0.952	cis_inter_intra
TMEM242	1.595	cis_intra
TMEM245	0.593	cis_inter_intra
TMEM246	0.696	trans-intra
TMEM248	0.477	cis_intra
TMEM249	0.85	cis
TMEM251	1.377	cis
TMEM252	1.541	cis
TMEM253	1.67	cis
TMEM254	1.483	cis
TMEM255A	0.982	cis
TMEM255B	1.689	cis
TMEM256	1.713	cis
TMEM258	1.807	cis
TMEM259	0.241	cis
TMEM260	1.118	cis_intra
TMEM261	1.883	cis_intra
TMEM30A	0.77	cis_intra
TMEM38A	1.03	cis_intra
TMEM38B	0.798	cis_intra
TMEM39A	0.338	trans-intra
TMEM39B	0.617	cis
TMEM40	1.189	cis
TMEM41B	0.626	cis_intra
TMEM42	1.402	cis
TMEM43	1.276	cis
TMEM44	1.445	cis_intra
TMEM45A	0.858	cis_intra
TMEM45B	1.814	cis_intra
TMEM5	0.928	cis
TMEM50A	0.742	cis
TMEM50B	0.92	cis_intra
TMEM51	0.765	cis_intra
TMEM52B	1.555	cis_intra
TMEM53	1	cis
TMEM54	1.215	cis
TMEM55B	0.404	cis
TMEM56	0.645	cis_inter_intra
TMEM57	0.259	trans-intra
TMEM59	1.465	trans-intra
TMEM59L	0.847	cis
TMEM60	0.643	cis
TMEM62	1.038	inter_intra
TMEM63A	0.834	cis
TMEM63B	0.168	cis_inter_intra
TMEM63C	0.398	cis_intra
TMEM64	0.612	cis_inter_intra
TMEM65	0.835	cis_intra
TMEM67	0.944	trans-intra
TMEM68	0.998	cis
TMEM69	1.633	cis
TMEM71	1.446	cis_intra
TMEM79	1.223	cis
TMEM80	1.963	cis
TMEM81	1.674	cis_inter
TMEM86A	1.031	cis_intra
TMEM86B	1.913	cis
TMEM87A	0.433	inter_intra
TMEM87B	1.029	cis
TMEM88	1.245	cis
TMEM89	0.615	cis
TMEM8A	0.9	cis
TMEM8B	0.95	cis_inter
TMEM9	1.168	cis_inter
TMEM91	1.356	cis_inter
TMEM92	1.413	cis_intra
TMEM97	1.495	cis
TMEM98	0.886	cis
TMEM99	NA	cis
TMEM9B	0.588	cis
TMF1	0.502	cis
TMIE	1.812	cis
TMIGD2	1.585	cis
TMLHE	1.177	cis
TMOD1	0.483	cis_intra
TMOD2	0.675	cis_intra
TMOD3	0.636	cis_intra
TMPO	1.005	cis_intra
TMPRSS13	0.897	cis
TMPRSS3	1.119	cis_intra
TMPRSS9	0.967	cis
TMTC1	0.715	cis_inter_intra
TMTC2	0.477	cis_inter_intra
TMTC3	0.563	trans-intra
TMTC4	0.782	cis_intra
TMX1	0.819	cis
TMX2	0.473	cis
TMX3	0.587	cis
TMX4	0.683	cis
TNC	0.445	trans-intra
TNFAIP2	0.731	cis
TNFAIP3	0.196	cis_intra
TNFAIP6	1.228	cis
TNFAIP8	0.969	cis
TNFAIP8L1	1.233	cis
TNFAIP8L2	1.775	cis
TNFAIP8L3	1.78	cis_intra
TNFRSF10A	1.557	cis
TNFRSF10B	0.848	cis
TNFRSF10C	1.798	cis
TNFRSF10D	1.17	cis
TNFRSF11A	0.597	cis
TNFRSF12A	1.532	trans-intra
TNFRSF13B	1.958	trans-intra
TNFRSF13C	1.27	cis
TNFRSF14	0.443	cis
TNFRSF18	1.88	cis
TNFRSF19	0.721	cis_inter_intra
TNFRSF1A	0.236	cis
TNFRSF21	0.606	trans-intra
TNFRSF25	0.598	cis
TNFRSF4	1.322	cis
TNFRSF6B	1.769	cis
TNFRSF8	0.359	cis_inter_intra
TNFRSF9	0.606	cis_inter_intra
TNFSF12	0.408	cis
TNFSF13	0.438	cis
TNFSF13B	0.244	cis_intra
TNFSF14	0.799	cis
TNFSF15	0.951	cis
TNFSF4	1.675	cis_intra
TNFSF8	0.525	cis
TNFSF9	1.123	cis
TNIK	0.181	cis_inter_intra
TNIP1	0.395	cis_intra
TNIP3	0.561	cis_intra
TNK1	0.946	cis
TNK2	0.802	cis
TNKS	0.404	cis_inter_intra
TNKS1BP1	0.377	trans-intra
TNKS2	0.481	cis_intra
TNNI2	0.771	cis
TNNI3	0.692	cis
TNNI3K	1.427	cis_inter_intra
TNNT1	1.48	cis
TNNT2	0.638	trans-intra
TNNT3	0.975	cis
TNPO1	0.056	cis_intra
TNPO2	0.129	cis_intra
TNPO3	0.515	cis_inter_intra
TNRC18	0.287	trans-intra
TNRC6A	0.159	cis_inter_intra
TNRC6B	0.173	cis_inter_intra
TNRC6C	0.127	cis_inter_intra
TNS1	0.363	cis_inter_intra
TNS3	0.192	cis_inter_intra
TNXB	0.603	cis_inter
TOB1	0.31	cis
TOM1	1.043	cis_intra
TOM1L2	0.555	cis_inter_intra
TOMM20	0.943	cis
TOMM34	0.708	cis_inter
TOMM40L	0.466	cis
TOMM6	1.561	cis
TOMM7	1.764	cis
TONSL	0.689	cis
TOP1	0.059	cis_inter_intra
TOP1MT	1.68	cis_inter_intra
TOP2A	0.288	trans-intra
TOP2B	0.247	cis_inter_intra
TOP3A	0.683	cis_intra
TOP3B	0.538	cis
TOPBP1	0.086	cis
TOPORS	0.242	cis
TOR1A	1.058	cis
TOR1AIP2	1.396	trans-intra
TOR1B	0.759	cis
TOR2A	0.783	cis
TOR3A	1.633	cis
TOX	0.2	cis_inter_intra
TOX2	0.627	cis_inter_intra
TOX4	0.334	cis
TP53BP2	0.433	trans-intra
TP53I11	0.762	cis
TP53I13	0.921	cis
TP53INP1	1.384	cis
TP53INP2	0.542	cis
TP53RK	1.651	cis
TP53TG5	1.354	cis
TP63	0.267	inter_intra
TP73	0.256	cis_inter_intra
TPBG	1.16	cis_intra
TPCN1	0.436	inter_intra
TPCN2	0.691	cis_inter_intra
TPD52	1.164	cis_inter_intra
TPD52L1	1.244	cis_intra
TPD52L2	1.008	cis_inter
TPGS1	1.562	cis_intra
TPGS2	1.063	cis_intra
TPK1	0.7	cis_inter_intra
TPM1	0.783	cis_intra
TPM2	0.827	cis
TPM3	0.691	cis_intra
TPM4	0.509	cis
TPMT	1.15	cis_intra
TPO	1.107	cis_intra
TPP1	0.783	cis
TPP2	0.263	cis
TPPP	0.918	cis
TPR	0.111	trans-intra
TPRA1	0.706	cis
TPRG1	1.72	cis_inter_intra
TPRG1L	1.486	cis
TPRN	0.796	cis
TPSB2	1.898	cis
TPSD1	1.85	cis
TPST1	0.544	trans-intra
TPST2	0.638	cis_intra
TPX2	0.217	cis_inter_intra
TRABD	0.659	cis
TRABD2A	1.281	cis_inter_intra
TRAF1	0.757	cis_intra
TRAF2	0.123	cis_inter
TRAF3	0.224	cis_inter
TRAF3IP1	0.737	cis
TRAF3IP2	0.979	cis_intra
TRAF3IP3	0.87	cis_intra
TRAF4	0.353	cis
TRAF5	1.089	cis_inter_intra
TRAF6	0.217	trans-intra
TRAF7	0.456	trans-inter
TRAFD1	0.876	cis_intra
TRAK1	0.519	cis_inter_intra
TRAK2	0.824	inter_intra
TRAM1	0.361	cis
TRAM2	0.347	cis_inter_intra
TRANK1	0.668	cis_intra
TRAP1	1.412	cis
TRAPPC1	0.902	cis
TRAPPC10	0.204	cis_inter
TRAPPC11	0.569	cis
TRAPPC12	1.193	trans-intra
TRAPPC13	0.697	cis_intra
TRAPPC2	1.746	cis
TRAPPC3L	1.509	trans-intra
TRAPPC4	1.476	cis
TRAPPC5	1.422	cis
TRAPPC6A	1.866	cis
TRAPPC6B	1.32	cis
TRAPPC8	0.138	cis_inter_intra
TRAPPC9	0.733	cis_inter_intra
TRAT1	0.782	trans-inter
TRDMT1	1.191	cis
TRDN	1.016	cis_inter_intra
TREM1	1.024	cis_intra
TREM2	1.793	cis
TREML1	1.837	cis
TREML2	1.717	cis_intra
TREML4	1.76	cis
TRERF1	0.114	cis_inter_intra
TREX1	0.694	cis_intra
TRH	1.209	cis
TRIB1	0.462	cis
TRIB3	1.888	cis_intra
TRIM10	1.114	cis
TRIM11	0.375	cis
TRIM13	0.53	cis_intra
TRIM14	0.867	cis_inter
TRIM15	1.305	cis_intra
TRIM16	1.129	cis
TRIM16L	1.263	cis
TRIM2	0.27	cis_inter_intra
TRIM22	0.99	cis
TRIM23	0.58	cis
TRIM24	0.115	cis_inter_intra
TRIM26	0.464	cis_intra
TRIM27	0.244	cis_intra
TRIM28	0.082	cis
TRIM29	0.951	trans-intra
TRIM3	0.293	cis
TRIM33	0.086	cis_inter_intra
TRIM34	1.037	cis
TRIM35	0.7	cis_intra
TRIM36	0.659	cis_intra
TRIM37	0.642	cis_intra
TRIM38	1.115	cis_intra
TRIM39	0.269	cis_intra
TRIM4	1.359	cis
TRIM44	0.659	cis_intra
TRIM45	1.08	cis
TRIM47	0.79	cis
TRIM5	1.013	cis_inter_intra
TRIM52	1.716	cis
TRIM54	1.687	trans-inter
TRIM56	0.896	cis
TRIM58	1.565	cis
TRIM59	0.874	cis_intra
TRIM6	1.108	cis
TRIM65	1.843	cis
TRIM66	0.682	cis_intra
TRIM68	1.448	cis
TRIM69	1.146	cis_intra
TRIM7	0.643	cis
TRIM8	0.26	cis
TRIM9	0.17	cis_intra
TRIO	0.139	cis_inter_intra
TRIOBP	0.714	cis
TRIP10	0.646	cis
TRIP11	0.504	cis_intra
TRIP12	0.06	cis_intra
TRIP4	0.668	cis
TRIQK	1.759	cis_inter_intra
TRIT1	1.144	cis
TRMT10A	1.184	trans-intra
TRMT10B	1.025	cis
TRMT11	1.117	trans-intra
TRMT112	1.094	cis
TRMT12	0.531	cis
TRMT13	0.928	trans-intra
TRMT1L	0.365	cis_intra
TRMT2B	1.018	cis
TRMT44	1.356	trans-intra
TRMT6	0.747	cis
TRMT61A	0.966	cis
TRMU	1.561	cis
TRNP1	1.755	cis
TRNT1	0.876	cis
TRO	0.795	cis_intra
TROAP	0.843	trans-intra
TRPC1	0.473	trans-intra
TRPC4AP	0.367	cis_inter_intra
TRPC6	0.654	inter_intra
TRPM2	1.112	cis_inter_intra
TRPM4	1.099	cis_intra
TRPM6	0.452	cis_intra
TRPM7	0.558	inter_intra
TRPS1	0.111	cis_inter_intra
TRPT1	0.997	cis_intra
TRPV1	1.084	cis
TRPV2	0.863	inter_intra
TRPV3	1.146	cis_intra
TRPV4	1.057	cis_inter_intra
TRPV5	0.974	cis
TRPV6	0.666	cis
TRRAP	0.06	inter_intra
TRUB1	1.125	cis
TRUB2	1.246	trans-intra
TSC1	0.118	cis_inter_intra
TSC2	0.074	cis_inter_intra
TSC22D1	0.328	trans-intra
TSC22D2	0.324	trans-intra
TSC22D4	0.296	cis
TSEN15	0.796	cis
TSEN2	1.144	cis_inter_intra
TSEN34	0.585	cis
TSEN54	0.882	cis
TSFM	1.453	cis
TSG101	0.481	inter_intra
TSGA10	0.409	cis
TSHR	1.259	cis_inter_intra
TSHZ1	0.241	cis
TSHZ2	0.307	cis_inter_intra
TSHZ3	0.285	cis_inter_intra
TSKS	0.259	cis_intra
TSKU	0.474	trans-intra
TSNARE1	0.833	cis_intra
TSPAN14	0.292	cis_intra
TSPAN15	0.782	cis
TSPAN16	1.478	cis_intra
TSPAN17	1.021	cis
TSPAN18	0.718	inter_intra
TSPAN2	1.165	cis_intra
TSPAN3	0.772	cis_intra
TSPAN31	0.68	cis
TSPAN32	0.988	cis
